ind,user_id,date,yes_no,start_etime,end_etime,start_stime,end_stime,source,target,trip_time_sec,path
126,7756cfcaea15d5cd,02/10/2021,yes,1612929987606,1612932323803,2021-02-10 12:06:27,2021-02-10 12:45:23,B1_Carpark_zone_1,L1_Entrance_1_lobby,2336,"['B1_Carpark_zone_1', 'B1_SLL', 'L1_SLL', 'L1_SLL_corridor', 'L1_Entrance_1', 'L1_Entrance_1_lobby', 'L1_R1_LL_walkway', 'L1_R1_LL', 'B1_R1_LL', 'B1_Carpark_zone_4', 'B1_Carpark_zone_3', 'B1_Carpark_zone_4', 'B1_R1_LL', 'L1_R1_LL', 'L1_R1_LL_walkway', 'L1_Entrance_1_lobby', 'L1_Yassin_walkway', 'L1_CP_zone_2', 'L1_Yassin_walkway', 'L1_Entrance_1_lobby']"
127,7756cfcaea15d5cd,02/10/2021,yes,1612933561450,1612936458677,2021-02-10 13:06:01,2021-02-10 13:54:18,L1_Entrance_1_lobby,L2_FC_zone_8,2897,"['L1_Entrance_1_lobby', 'L1_Yassin_walkway', 'L1_CP_zone_2', 'L1_CP_zone_3', 'L1_CP_zone_2', 'L1_Yassin_walkway', 'L2_FC_zone_1', 'L2_FC_zone_8']"
128,7756cfcaea15d5cd,02/09/2021,yes,1612870334226,1612870615875,2021-02-09 19:32:14,2021-02-09 19:36:55,B1_Carpark_zone_3,L1_RR_walkway,281,"['B1_Carpark_zone_3', 'B1_Carpark_zone_4', 'B1_R2_LL', 'L1_R2_LL', 'L1_CP_zone_4', 'L1_CP_zone_2', 'L1_Yassin_walkway', 'L1_Entrance_1_lobby', 'L1_Entrance_1', 'L1_SLL_corridor', 'L1_RR_walkway']"
129,7756cfcaea15d5cd,02/09/2021,yes,1612879673230,1612879812007,2021-02-09 22:07:53,2021-02-09 22:10:12,L1_RR_walkway,B1_Carpark_zone_3,138,"['L1_RR_walkway', 'L1_SLL_corridor', 'L1_Entrance_1', 'L1_Entrance_1_lobby', 'L1_Yassin_walkway', 'L1_Entrance_1_lobby', 'L1_R1_LL_walkway', 'L1_R1_LL', 'B1_R1_LL', 'B1_Carpark_zone_4', 'B1_Carpark_zone_3']"
130,7756cfcaea15d5cd,02/09/2021,yes,1612885398607,1612885464914,2021-02-09 23:43:18,2021-02-09 23:44:24,B1_Carpark_zone_1,L1_Entrance_1,66,"['B1_Carpark_zone_1', 'B1_SLL', 'L1_SLL', 'L1_SLL_corridor', 'L1_Entrance_1']"
131,847e1ffac3633355,02/08/2021,yes,1612780796024,1612781256982,2021-02-08 18:39:56,2021-02-08 18:47:36,L1_CP_zone_3,L2_FC_zone_8,460,"['L1_CP_zone_3', 'L1_CP_zone_2', 'L1_Yassin_walkway', 'L1_Entrance_1_lobby', 'L1_Yassin_walkway', 'L2_FC_zone_1', 'L2_FC_zone_8', 'L2_FC_zone_8_walkway', 'L2_FC_zone_9_walkway', 'L2_FC_zone_11', 'L2_FC_zone_9_walkway', 'L2_FC_zone_8_walkway', 'L2_FC_zone_8']"
132,847e1ffac3633355,02/11/2021,yes,1613013377448,1613013377532,2021-02-11 11:16:17,2021-02-11 11:16:17,L1_PG,L1_Entrance_4,0,"['L1_PG', 'L1_Entrance_5', 'L1_Entrance_4']"
133,8b757344b33e7072,02/01/2021,yes,1612164679041,1612164973845,2021-02-01 15:31:19,2021-02-01 15:36:13,L6_ELL,L9_CG_garden_zone_2,294,"['L6_ELL', 'L7_ELL', 'L8_ELL', 'L8_ELL_corridor', 'L8_CG_steps_entrance', 'L9_CG_garden_zone_3', 'L9_CG_garden_zone_2', 'L9_CG_garden_zone_1', 'L9_CG_entrance', 'L9_CG_garden_zone_1', 'L9_CG_garden_zone_2']"
134,8b757344b33e7072,02/01/2021,yes,1612169534980,1612169568177,2021-02-01 16:52:14,2021-02-01 16:52:48,B1_Supermarket_entrance_2,B1_Posb_bank,33,"['B1_Supermarket_entrance_2', 'B1_CLL', 'B1_Posb_bank', 'B1_Supermarket_entrance_1', 'B1_Posb_bank']"
135,8f35cf428a664bfd,02/05/2021,yes,1612486597844,1612491264335,2021-02-05 08:56:37,2021-02-05 10:14:24,L1_Entrance_8,L1_SLL,4666,"['L1_Entrance_8', 'L1_ELL', 'L1_Shop_walkway_3', 'B1_Supermarket_entrance_1', 'B1_Posb_bank', 'B1_CLL', 'L1_CLL', 'L2_CLL', 'L2_FC_zone_6', 'L2_FC_zone_5_walkway', 'L2_SLL_corridor', 'L2_SLL', 'L1_SLL', 'L1_SLL_corridor', 'L1_RR_walkway', 'L1_SLL_corridor', 'L1_SLL']"
136,8f35cf428a664bfd,02/05/2021,yes,1612492297340,1612496594692,2021-02-05 10:31:37,2021-02-05 11:43:14,L1_Fish_pond,L1_PG,4297,"['L1_Fish_pond', 'L1_CP_zone_4', 'L1_R1_LL', 'L1_R1_LL_walkway', 'L1_Entrance_1_lobby', 'L1_Entrance_1', 'L1_SLL_corridor', 'L1_SLL', 'L1_SLL_corridor', 'L1_Entrance_1', 'L1_Entrance_1_lobby', 'L1_Yassin_walkway', 'L1_CP_zone_2', 'L1_CP_zone_1', 'L1_Entrance_7', 'L1_Thoroughfare', 'L1_Entrance_6', 'L1_Entrance_5', 'L1_PG']"
137,8f35cf428a664bfd,02/05/2021,yes,1612498196669,1612499641593,2021-02-05 12:09:56,2021-02-05 12:34:01,L1_Thoroughfare,L2_FC_zone_3,1444,"['L1_Thoroughfare', 'L1_PG', 'L1_Entrance_5', 'L1_Entrance_6', 'L1_CP_zone_1', 'L1_CP_zone_2', 'L1_Yassin_walkway', 'L2_FC_zone_1', 'L2_FC_zone_8', 'L2_FC_zone_8_walkway', 'L2_CLL', 'L2_FC_zone_8_walkway', 'L2_FC_zone_4', 'L2_FC_zone_3']"
138,8f35cf428a664bfd,02/05/2021,yes,1612503095211,1612517350556,2021-02-05 13:31:35,2021-02-05 17:29:10,L2_FC_zone_3,L1_Entrance_8,14255,"['L2_FC_zone_3', 'L2_FC_zone_4', 'L2_FC_zone_1', 'L2_FC_zone_2', 'L2_FC_zone_1', 'L1_Yassin_walkway', 'L1_CP_zone_2', 'L1_Yassin_walkway', 'L1_Entrance_1_lobby', 'L1_Entrance_1', 'L1_SLL_corridor', 'L1_RR_walkway', 'L1_SLL_corridor', 'L1_SLL', 'L2_SLL', 'L2_SLL_corridor', 'L2_FC_zone_5_walkway', 'L2_FC_zone_6', 'L2_CLL', 'L1_CLL', 'B1_CLL', 'B1_Posb_bank', 'B1_Supermarket_entrance_1', 'L1_Shop_walkway_3', 'L1_ELL', 'L1_Entrance_8']"
139,8f35cf428a664bfd,02/09/2021,yes,1612849860288,1612867032047,2021-02-09 13:51:00,2021-02-09 18:37:12,L1_RR_walkway,L1_Entrance_8,17171,"['L1_RR_walkway', 'L1_SLL_corridor', 'L1_SLL', 'L2_SLL', 'L2_SLL_corridor', 'L2_FC_zone_5_walkway', 'L2_FC_zone_6', 'L2_CLL', 'L1_CLL', 'B1_CLL', 'B1_Posb_bank', 'B1_Supermarket_entrance_1', 'L1_Shop_walkway_3', 'L1_ELL', 'L1_Entrance_8']"
140,8f35cf428a664bfd,02/18/2021,yes,1613609810817,1613610604101,2021-02-18 08:56:50,2021-02-18 09:10:04,L1_Entrance_8,L1_RR_walkway,793,"['L1_Entrance_8', 'L1_ELL', 'L1_Shop_walkway_3', 'B1_Supermarket_entrance_1', 'B1_Posb_bank', 'B1_CLL', 'L1_CLL', 'L2_CLL', 'L2_FC_zone_6', 'L2_FC_zone_5_walkway', 'L2_SLL_corridor', 'L2_SLL', 'L1_SLL', 'L1_SLL_corridor', 'L1_SLL', 'L1_SLL_corridor', 'L1_RR_walkway']"
141,8f35cf428a664bfd,02/18/2021,yes,1613612362210,1613615866935,2021-02-18 09:39:22,2021-02-18 10:37:46,L1_RR_walkway,L1_SLL,3504,"['L1_RR_walkway', 'L1_SLL_corridor', 'L1_SLL']"
142,8f35cf428a664bfd,02/18/2021,yes,1613618424240,1613634041694,2021-02-18 11:20:24,2021-02-18 15:40:41,L1_SLL,L1_PG,15617,"['L1_SLL', 'L1_SLL_corridor', 'L1_RR_walkway', 'L1_SLL_corridor', 'L1_Entrance_1', 'L1_Entrance_1_lobby', 'L1_Yassin_walkway', 'L1_CP_zone_2', 'L1_CP_zone_1', 'L1_Entrance_7', 'L1_CP_zone_1', 'L1_Entrance_6', 'L1_Thoroughfare', 'L1_PG']"
143,8f35cf428a664bfd,02/18/2021,yes,1613635196353,1613644049595,2021-02-18 15:59:56,2021-02-18 18:27:29,L1_Thoroughfare,L1_Entrance_8,8853,"['L1_Thoroughfare', 'L1_PG', 'L1_Entrance_5', 'L1_Entrance_6', 'L1_CP_zone_1', 'L1_CP_zone_2', 'L1_CP_zone_3', 'L1_CP_zone_2', 'L1_Yassin_walkway', 'L1_Entrance_1_lobby', 'L1_Entrance_1', 'L1_SLL_corridor', 'L1_SLL', 'L2_SLL', 'L2_SLL_corridor', 'L2_FC_zone_5_walkway', 'L2_FC_zone_6', 'L2_CLL', 'L1_CLL', 'B1_CLL', 'B1_Posb_bank', 'B1_Supermarket_entrance_1', 'L1_Shop_walkway_3', 'L1_Shop_walkway_2', 'L1_Shop_walkway_3', 'L1_ELL', 'L1_Entrance_8']"
144,8f35cf428a664bfd,02/16/2021,yes,1613437130099,1613438964727,2021-02-16 08:58:50,2021-02-16 09:29:24,L1_Entrance_8,L1_Thoroughfare,1834,"['L1_Entrance_8', 'L1_ELL', 'L1_Shop_walkway_3', 'B1_Supermarket_entrance_1', 'B1_Posb_bank', 'B1_CLL', 'L1_CLL', 'L1_Shop_walkway_1', 'L1_CP_zone_2', 'L1_CP_zone_1', 'L1_Entrance_6', 'L1_Thoroughfare']"
145,8f35cf428a664bfd,02/16/2021,yes,1613441680466,1613446398845,2021-02-16 10:14:40,2021-02-16 11:33:18,L1_Thoroughfare,L1_SLL_corridor,4718,"['L1_Thoroughfare', 'L1_PG', 'L1_Entrance_5', 'L1_Entrance_6', 'L1_CP_zone_1', 'L1_CP_zone_3', 'L1_CP_zone_2', 'L1_Yassin_walkway', 'L1_Entrance_1_lobby', 'L1_R1_LL_walkway', 'L1_R1_LL', 'L1_CP_zone_4', 'L1_Fish_pond', 'L1_CP_zone_4', 'L1_R1_LL', 'L1_R1_LL_walkway', 'L1_Entrance_1_lobby', 'L1_Entrance_1', 'L1_SLL_corridor', 'L1_SLL', 'L1_SLL_corridor', 'L1_RR_walkway', 'L1_SLL_corridor']"
146,8f35cf428a664bfd,02/16/2021,yes,1613448844068,1613468671436,2021-02-16 12:14:04,2021-02-16 17:44:31,L1_RR_walkway,L1_SLL,19827,"['L1_RR_walkway', 'L1_SLL_corridor', 'L1_SLL']"
147,8f35cf428a664bfd,02/16/2021,yes,1613469075798,1613469998723,2021-02-16 17:51:15,2021-02-16 18:06:38,L1_RR_walkway,L1_Entrance_8,922,"['L1_RR_walkway', 'L1_SLL_corridor', 'L1_SLL', 'L1_SLL_corridor', 'L1_Entrance_1', 'L1_Entrance_1_lobby', 'L1_Yassin_walkway', 'L1_CP_zone_2', 'L1_Shop_walkway_1', 'L1_CLL', 'L1_Shop_walkway_2', 'L1_Shop_walkway_3', 'B1_Supermarket_entrance_1', 'L1_Shop_walkway_3', 'L1_ELL', 'L1_Entrance_8']"
148,8f35cf428a664bfd,02/10/2021,yes,1612918592889,1612925291755,2021-02-10 08:56:32,2021-02-10 10:48:11,L1_Entrance_8,L1_RR_walkway,6698,"['L1_Entrance_8', 'L1_ELL', 'L1_Shop_walkway_3', 'B1_Supermarket_entrance_1', 'B1_Posb_bank', 'B1_CLL', 'L1_CLL', 'L2_CLL', 'L2_FC_zone_6', 'L2_FC_zone_5_walkway', 'L2_SLL_corridor', 'L2_SLL', 'L1_SLL', 'L1_SLL_corridor', 'L1_SLL', 'L1_SLL_corridor', 'L1_RR_walkway']"
149,8f35cf428a664bfd,02/10/2021,yes,1612926469839,1612945296284,2021-02-10 11:07:49,2021-02-10 16:21:36,L1_SLL,L2_FC_zone_8,18826,"['L1_SLL', 'L1_SLL_corridor', 'L1_RR_walkway', 'L1_SLL_corridor', 'L1_Entrance_1', 'L1_Entrance_1_lobby', 'L1_Yassin_walkway', 'L1_CP_zone_2', 'L1_Yassin_walkway', 'L2_FC_zone_1', 'L2_FC_zone_8']"
150,8f35cf428a664bfd,02/10/2021,yes,1612945960352,1612952981490,2021-02-10 16:32:40,2021-02-10 18:29:41,L2_FC_zone_8,L1_Entrance_8,7021,"['L2_FC_zone_8', 'L2_FC_zone_1', 'L1_Yassin_walkway', 'L1_CP_zone_2', 'L1_Shop_walkway_1', 'L1_Shop_walkway_2', 'L1_Shop_walkway_3', 'L1_ELL', 'L1_Entrance_8']"
151,920e0161ed812673,02/15/2021,yes,1613360917698,1613361074664,2021-02-15 11:48:37,2021-02-15 11:51:14,L1_Entrance_7,L2_FC_zone_7,156,"['L1_Entrance_7', 'L1_CP_zone_1', 'L1_Entrance_6', 'L1_R2_LL', 'L1_CP_zone_4', 'L1_CP_zone_3', 'L1_CP_zone_2', 'L1_Yassin_walkway', 'L2_FC_zone_1', 'L2_FC_zone_8', 'L2_FC_zone_8_walkway', 'L2_FC_zone_7']"
152,930a0f7fe728cd34,02/08/2021,yes,1612770815091,1612770994391,2021-02-08 15:53:35,2021-02-08 15:56:34,L1_CP_zone_3,B1_Supermarket_entrance_1,179,"['L1_CP_zone_3', 'L1_CP_zone_2', 'L1_Yassin_walkway', 'L1_Entrance_1_lobby', 'L1_Yassin_walkway', 'L1_CP_zone_2', 'L1_CP_zone_1', 'L1_Entrance_7', 'L1_Entrance_mrt', 'L1_Shop_walkway_3', 'B1_Supermarket_entrance_1']"
153,930a0f7fe728cd34,02/08/2021,yes,1612772479556,1612772529917,2021-02-08 16:21:19,2021-02-08 16:22:09,B1_CLL,L1_ELL,50,"['B1_CLL', 'B1_Posb_bank', 'B1_Supermarket_entrance_1', 'B1_Posb_bank', 'B1_Supermarket_entrance_1', 'L1_Shop_walkway_3', 'L1_ELL']"
154,930a0f7fe728cd34,02/08/2021,yes,1612773433825,1612773534741,2021-02-08 16:37:13,2021-02-08 16:38:54,L1_Entrance_1_lobby,L1_CP_zone_2,100,"['L1_Entrance_1_lobby', 'L1_Yassin_walkway', 'L1_CP_zone_2', 'L1_CP_zone_1', 'L1_CP_zone_2']"
155,96c4efce02abecca,02/01/2021,yes,1612166006862,1612166168123,2021-02-01 15:53:26,2021-02-01 15:56:08,L9_CG_entrance,L6_CLL,161,"['L9_CG_entrance', 'L9_CG_sitting_area', 'L9_SLL_corridor', 'L9_SLL', 'L8_SLL', 'L7_SLL', 'L6_SLL', 'L6_SLL_corridor', 'L6_CCC_walkway', 'L6_ST_1', 'L6_CCC_walkway', 'L6_CLL']"
156,96c4efce02abecca,02/01/2021,yes,1612167692750,1612169370090,2021-02-01 16:21:32,2021-02-01 16:49:30,L6_ELL,L4_R2_deck,1677,"['L6_ELL', 'L6_ELL_corridor', 'L6_AAH_walkway', 'L6_CLL', 'L6_AAH_walkway', 'L6_ST_4', 'L6_FC', 'L6_FC_walkway', 'L6_Deck_4', 'L6_R2_LL_corridor', 'L6_Deck_3', 'L6_R2_LL_corridor', 'L6_R2_LL', 'L5_R2_LL', 'L4_R2_LL', 'L4_R2_LL_corridor', 'L4_R2_deck']"
157,96c4efce02abecca,02/01/2021,yes,1612175090594,1612177016208,2021-02-01 18:24:50,2021-02-01 18:56:56,L4_R2_deck,L1_Entrance_8,1925,"['L4_R2_deck', 'L4_R2_LL_corridor', 'L4_R2_LL', 'L5_R2_LL', 'L6_R2_LL', 'L6_R2_LL_corridor', 'L6_Deck_4', 'L6_FC_walkway', 'L6_ST_5', 'L6_AAH_walkway', 'L6_CLL', 'L4_CLL', 'L3_CLL', 'L2_CLL', 'L1_CLL', 'L1_Shop_walkway_2', 'L1_Shop_walkway_3', 'B1_Supermarket_entrance_1', 'L1_Shop_walkway_3', 'L1_ELL', 'L1_Entrance_8']"
158,96c4efce02abecca,02/17/2021,yes,1613549110692,1613549292234,2021-02-17 16:05:10,2021-02-17 16:08:12,L6_AAH_walkway,L4_R2_deck,181,"['L6_AAH_walkway', 'L6_ST_4', 'L6_FC', 'L6_FC_walkway', 'L6_Deck_4', 'L6_R2_LL_corridor', 'L6_R2_LL', 'L5_R2_LL', 'L4_R2_LL', 'L4_R2_LL_corridor', 'L4_R2_deck']"
159,98db4319023b2752,02/21/2021,yes,1613884187858,1613884236647,2021-02-21 13:09:47,2021-02-21 13:10:36,L1_Entrance_5,L1_Entrance_7,48,"['L1_Entrance_5', 'L1_Entrance_6', 'L1_Thoroughfare', 'L1_Entrance_6', 'L1_CP_zone_1', 'L1_Entrance_7']"
160,98db4319023b2752,02/26/2021,yes,1614314423514,1614314463774,2021-02-26 12:40:23,2021-02-26 12:41:03,L1_Entrance_4,L1_CP_zone_2,40,"['L1_Entrance_4', 'L1_CP_zone_3', 'L1_CP_zone_2']"
161,98db4319023b2752,02/22/2021,yes,1613991914300,1613992205663,2021-02-22 19:05:14,2021-02-22 19:10:05,L2_FC_zone_11,L2_FC_zone_8,291,"['L2_FC_zone_11', 'L2_FC_zone_9_walkway', 'L2_FC_zone_8_walkway', 'L2_FC_zone_8']"
162,9b5bb03d4075c47e,02/25/2021,yes,1614218593668,1614218969309,2021-02-25 10:03:13,2021-02-25 10:09:29,L1_Entrance_8,L6_FC_walkway,375,"['L1_Entrance_8', 'L1_ELL', 'L1_Shop_walkway_3', 'B1_Supermarket_entrance_1', 'B1_Posb_bank', 'B1_CLL', 'L1_CLL', 'L1_Shop_walkway_2', 'L1_CLL', 'L2_CLL', 'L3_CLL', 'L4_CLL', 'L6_CLL', 'L6_CCC_walkway', 'L6_AAH_walkway', 'L6_ELL_corridor', 'L6_ELL', 'L6_ELL_corridor', 'L6_AAH_walkway', 'L6_ST_4', 'L6_FC', 'L6_ST_5', 'L6_FC_walkway']"
163,9b5bb03d4075c47e,02/25/2021,yes,1614222927864,1614223557277,2021-02-25 11:15:27,2021-02-25 11:25:57,L2_CLL,L2_FC_zone_7,629,"['L2_CLL', 'L2_FC_zone_8_walkway', 'L2_FC_zone_8', 'L2_FC_zone_8_walkway', 'L2_FC_zone_7']"
164,9b5bb03d4075c47e,02/25/2021,yes,1614223941940,1614224845212,2021-02-25 11:32:21,2021-02-25 11:47:25,L2_FC_zone_11,L6_FC_walkway,903,"['L2_FC_zone_11', 'L2_FC_zone_7', 'L2_FC_zone_8_walkway', 'L2_CLL', 'L3_CLL', 'L4_CLL', 'L6_CLL', 'L6_AAH_walkway', 'L6_ST_4', 'L6_FC', 'L6_FC_walkway', 'L6_Deck_4', 'L6_FC_walkway']"
165,9b5bb03d4075c47e,02/25/2021,yes,1614229736593,1614230076894,2021-02-25 13:08:56,2021-02-25 13:14:36,L6_Deck_4,L6_AAH_walkway,340,"['L6_Deck_4', 'L6_FC_walkway', 'L6_FC', 'L6_ST_4', 'L6_AAH_walkway', 'L6_ELL_corridor', 'L6_ELL', 'L6_ELL_corridor', 'L6_AAH_walkway']"
166,9b5bb03d4075c47e,02/25/2021,yes,1614234829160,1614237769963,2021-02-25 14:33:49,2021-02-25 15:22:49,L6_ELL,L1_Entrance_8,2940,"['L6_ELL', 'L6_ELL_corridor', 'L6_AAH_walkway', 'L6_ST_4', 'L6_FC', 'L6_ST_4', 'L6_AAH_walkway', 'L6_CCC_walkway', 'L6_CLL', 'L4_CLL', 'L3_CLL', 'L2_CLL', 'L1_CLL', 'L1_Shop_walkway_2', 'L1_Shop_walkway_3', 'L1_ELL', 'L1_Entrance_8']"
167,9b5bb03d4075c47e,02/26/2021,yes,1614301699563,1614301942985,2021-02-26 09:08:19,2021-02-26 09:12:22,L1_Shop_walkway_3,L6_R2_LL,243,"['L1_Shop_walkway_3', 'L1_Shop_walkway_2', 'L1_CLL', 'L2_CLL', 'L3_CLL', 'L4_CLL', 'L6_CLL', 'L6_AAH_walkway', 'L6_ST_4', 'L6_FC', 'L6_ST_5', 'L6_FC_walkway', 'L6_Deck_4', 'L6_R2_LL_corridor', 'L6_R2_LL']"
168,9b5bb03d4075c47e,02/26/2021,yes,1614317772521,1614318811284,2021-02-26 13:36:12,2021-02-26 13:53:31,L6_CCC_walkway,L1_CP_zone_1,1038,"['L6_CCC_walkway', 'L6_CLL', 'L4_CLL', 'L3_CLL', 'L2_CLL', 'L2_FC_zone_8_walkway', 'L2_FC_zone_8', 'L2_FC_zone_1', 'L2_FC_zone_8', 'L2_FC_zone_1', 'L1_Yassin_walkway', 'L1_Entrance_1_lobby', 'L1_Yassin_walkway', 'L1_CP_zone_2', 'L1_CP_zone_1']"
169,9b5bb03d4075c47e,02/19/2021,yes,1613716919543,1613717496195,2021-02-19 14:41:59,2021-02-19 14:51:36,L1_CP_zone_2,L1_Entrance_7,576,"['L1_CP_zone_2', 'L1_CP_zone_1', 'L1_Entrance_7']"
170,B3B17C7E-C067-4B6E-9220-48AC4765E421,02/20/2021,yes,1613779628713,1613779902449,2021-02-20 08:07:08,2021-02-20 08:11:42,L2_FC_zone_9,L2_FC_zone_4,273,"['L2_FC_zone_9', 'L2_FC_zone_9_walkway', 'L2_FC_zone_11', 'L2_FC_zone_7', 'L2_FC_zone_8_walkway', 'L2_FC_zone_4', 'L2_FC_zone_5', 'L2_FC_zone_4', 'L2_FC_zone_3', 'L2_FC_zone_2', 'L2_FC_zone_1', 'L2_FC_zone_4', 'L2_SLL_corridor', 'L2_FC_zone_4', 'L2_FC_zone_1', 'L2_FC_zone_8', 'L2_FC_zone_1', 'L2_FC_zone_4']"
171,B3B17C7E-C067-4B6E-9220-48AC4765E421,02/20/2021,yes,1613783599159,1613785107815,2021-02-20 09:13:19,2021-02-20 09:38:27,L2_FC_zone_3,L6_Deck_2,1508,"['L2_FC_zone_3', 'L2_FC_zone_4', 'L2_SLL_corridor', 'L2_SLL', 'L1_SLL', 'L1_SLL_corridor', 'L1_RR_walkway', 'L1_SLL_corridor', 'L1_SLL', 'L2_SLL', 'L6_SLL', 'L6_SLL_corridor', 'L6_CCC_walkway', 'L6_ST_1', 'L6_PG_walkway', 'L6_Deck_1', 'L6_R1_LL_corridor', 'L6_Deck_2']"
172,B3B17C7E-C067-4B6E-9220-48AC4765E421,02/20/2021,yes,1613792615330,1613793284415,2021-02-20 11:43:35,2021-02-20 11:54:44,L6_Deck_1,L2_FC_zone_8,669,"['L6_Deck_1', 'L6_PG_walkway', 'L6_PG', 'L6_ST_1', 'L6_CCC_walkway', 'L6_SLL_corridor', 'L6_SLL', 'L2_SLL', 'L2_SLL_corridor', 'L2_FC_zone_4', 'L2_FC_zone_5', 'L2_FC_zone_4', 'L2_FC_zone_8_walkway', 'L2_CLL', 'L2_FC_zone_8_walkway', 'L2_FC_zone_7', 'L2_FC_zone_8_walkway', 'L2_FC_zone_8', 'L2_FC_zone_1', 'L2_FC_zone_8']"
173,B3B17C7E-C067-4B6E-9220-48AC4765E421,02/20/2021,yes,1613796551365,1613797617358,2021-02-20 12:49:11,2021-02-20 13:06:57,L2_FC_zone_5,L1_Entrance_8,1065,"['L2_FC_zone_5', 'L2_FC_zone_4', 'L2_FC_zone_1', 'L2_FC_zone_8', 'L2_FC_zone_1', 'L2_FC_zone_4', 'L2_SLL_corridor', 'L2_SLL', 'L1_SLL', 'L1_SLL_corridor', 'L1_SLL', 'B1_SLL', 'B2_SLL', 'B2_Carpark_zone_1', 'B2_Carpark_zone_4', 'B2_ELL_2', 'B1_ELL', 'L1_ELL', 'L1_Entrance_8']"
174,a894520a50341c5b,02/08/2021,yes,1612772631883,1612772767770,2021-02-08 16:23:51,2021-02-08 16:26:07,L1_CP_zone_2,L1_Entrance_5,135,"['L1_CP_zone_2', 'L1_CP_zone_3', 'L1_CP_zone_4', 'L1_R2_LL', 'L1_Entrance_6', 'L1_Thoroughfare', 'L1_Entrance_6', 'L1_Entrance_5']"
175,a9bf05cf2f9c5632,02/25/2021,yes,1614207519228,1614207637727,2021-02-25 06:58:39,2021-02-25 07:00:37,L1_Entrance_8,L6_ST_1,118,"['L1_Entrance_8', 'L1_ELL', 'L1_Shop_walkway_3', 'L1_Shop_walkway_2', 'L1_CLL', 'L2_CLL', 'L3_CLL', 'L4_CLL', 'L6_CLL', 'L6_CCC_walkway', 'L6_ST_1']"
176,a9bf05cf2f9c5632,02/25/2021,yes,1614230433824,1614231001062,2021-02-25 13:20:33,2021-02-25 13:30:01,L6_ST_1,L1_Entrance_7,567,"['L6_ST_1', 'L6_CCC_walkway', 'L6_AAH_walkway', 'L6_CLL', 'L4_CLL', 'L3_CLL', 'L2_CLL', 'L2_FC_zone_8_walkway', 'L2_FC_zone_8', 'L2_FC_zone_1', 'L1_Yassin_walkway', 'L1_CP_zone_2', 'L1_CP_zone_1', 'L1_Entrance_7']"
177,a9bf05cf2f9c5632,02/22/2021,yes,1613947944533,1613948150137,2021-02-22 06:52:24,2021-02-22 06:55:50,L1_Entrance_8,L6_ST_1,205,"['L1_Entrance_8', 'L1_ELL', 'L1_Shop_walkway_3', 'L1_Shop_walkway_2', 'L1_CLL', 'L2_CLL', 'L3_CLL', 'L4_CLL', 'L6_CLL', 'L6_CCC_walkway', 'L6_ST_1']"
178,a9bf05cf2f9c5632,02/22/2021,yes,1613977234982,1613977595536,2021-02-22 15:00:34,2021-02-22 15:06:35,L6_CLL,B1_Supermarket_entrance_1,360,"['L6_CLL', 'L4_CLL', 'L3_CLL', 'L2_CLL', 'L1_CLL', 'L1_Shop_walkway_2', 'L1_Shop_walkway_3', 'B1_Supermarket_entrance_1']"
179,a9bf05cf2f9c5632,02/22/2021,yes,1613978870563,1613978933254,2021-02-22 15:27:50,2021-02-22 15:28:53,B1_Supermarket_entrance_2,L1_Entrance_8,62,"['B1_Supermarket_entrance_2', 'B1_CLL', 'B1_Posb_bank', 'B1_Supermarket_entrance_1', 'L1_Shop_walkway_3', 'L1_Shop_walkway_2', 'L1_Shop_walkway_3', 'L1_ELL', 'L1_Entrance_8']"
180,a9bf05cf2f9c5632,02/19/2021,yes,1613711337151,1613711627527,2021-02-19 13:08:57,2021-02-19 13:13:47,L1_CP_zone_2,B1_Supermarket_entrance_1,290,"['L1_CP_zone_2', 'L1_CP_zone_1', 'L1_CP_zone_2', 'L1_Shop_walkway_1', 'L1_Shop_walkway_2', 'L1_Shop_walkway_3', 'B1_Supermarket_entrance_1']"
181,a9bf05cf2f9c5632,02/19/2021,yes,1613712590824,1613712775042,2021-02-19 13:29:50,2021-02-19 13:32:55,B1_Supermarket_entrance_2,L1_Entrance_8,184,"['B1_Supermarket_entrance_2', 'B1_CLL', 'B1_Posb_bank', 'B1_Supermarket_entrance_1', 'L1_Shop_walkway_3', 'L1_ELL', 'L1_Entrance_8']"
182,a9bf05cf2f9c5632,02/26/2021,yes,1614293628188,1614293778335,2021-02-26 06:53:48,2021-02-26 06:56:18,L1_Entrance_8,L6_ST_1,150,"['L1_Entrance_8', 'L1_ELL', 'L1_Shop_walkway_3', 'L1_Shop_walkway_2', 'L1_CLL', 'L2_CLL', 'L3_CLL', 'L4_CLL', 'L6_CLL', 'L6_CCC_walkway', 'L6_ST_1']"
183,a9bf05cf2f9c5632,02/26/2021,yes,1614314657857,1614314852494,2021-02-26 12:44:17,2021-02-26 12:47:32,L6_CLL,L1_Entrance_8,194,"['L6_CLL', 'L4_CLL', 'L3_CLL', 'L2_CLL', 'L1_CLL', 'L1_Shop_walkway_2', 'L1_Shop_walkway_3', 'L1_ELL', 'L1_Entrance_8']"
